Category,Product Name,Product Description,Maximum Purchase Quantity,Maximum Purchase Quantity - Start Date,Maximum Purchase Quantity - Time Period (in Days),Maximum Purchase Quantity - End Date,Minimum Purchase Quantity,Parent SKU,Variation Integration No.,Variation Name1,Option for Variation 1,Image per Variation,Variation Name2,Option for Variation 2,Price,Stock,SKU,Size Chart Template,Size Chart Image,GTIN,Cover image,Item Image 1,Item Image 2,Item Image 3,Item Image 4,Item Image 5,Item Image 6,Item Image 7,Item Image 8,Weight,Length,Width,Height,Standard Delivery - ส่งธรรมดาในประเทศ,Pre-order DTS,Fail Reason
,0.51 Ct Light Pink VS2 GIA Diamond Cushion | Colour Diam,"**Exquisite 0.51 Ct Light Pink Cushion-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 0.51-carat Light Pink Cushion-cut gemstone with VS2 clarity. Expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,9523,,,,,,,1793.9999999999998,1,9523,,,,https://www.colourdiam.com/Product/Diamond/9523/still.jpg,https://colourdiam.com/Product/Diamond/9523/bA1.jpg,https://colourdiam.com/Product/Diamond/9523/bA2.jpg,https://colourdiam.com/Product/Diamond/9523/bA3.jpg,https://colourdiam.com/Product/Diamond/9523/bA4.jpg,,,,,,,,,On,,
,0.51 Ct Light Pink SI1 GIA Diamond | Colour Diam,"**Unparalleled 0.51 Ct Light Pink Pear-Cut Diamond**

Nature's work of art — a 0.51-carat Light Pink Pear-cut diamond graded SI1 clarity. Superb proportions deliver exceptional light performance. A rare investment-grade treasure for the most exclusive private collections.",1,,,,1,179,,,,,,,10557,1,179,,,,https://www.colourdiam.com/Product/Diamond/179/still.jpg,https://colourdiam.com/Product/Diamond/179/colour-diam-179-fancy-purple-pink-cushion-si2-0-51ct-gia-01.jpg,https://colourdiam.com/Product/Diamond/179/colour-diam-179-fancy-purple-pink-cushion-si2-0-51ct-gia-02.jpg,https://colourdiam.com/Product/Diamond/179/colour-diam-179-fancy-purple-pink-cushion-si2-0-51ct-gia-03.jpg,https://colourdiam.com/Product/Diamond/8335/bA1.jpg,https://colourdiam.com/Product/Diamond/8335/bA2.jpg,https://colourdiam.com/Product/Diamond/8335/bA3.jpg,https://colourdiam.com/Product/Diamond/8335/bA4.jpg,,,,,,On,,
,0.51 Ct Light Pink VS2 GIA Diamond | Colour Diam,"**Radiant 0.51 Ct Light Pink Cushion-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 0.51-carat Light Pink Cushion-cut gemstone with VS2 clarity. Expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,7111,,,,,,,5212.812,1,7111,,,,https://www.colourdiam.com/Product/Diamond/7111/still.jpg,https://colourdiam.com/Product/Diamond/7111/bA37.jpg,https://colourdiam.com/Product/Diamond/7111/bA38.jpg,https://colourdiam.com/Product/Diamond/7111/bA39.jpg,https://colourdiam.com/Product/Diamond/7111/bA40.jpg,https://colourdiam.com/Product/Diamond/7111/colour-diam-7111-fancy-vivid-yellow-orange-cushion-i1-0-51ct-gia-01.jpg,https://colourdiam.com/Product/Diamond/7111/colour-diam-7111-fancy-vivid-yellow-orange-cushion-i1-0-51ct-gia-02.jpg,https://colourdiam.com/Product/Diamond/7111/colour-diam-7111-fancy-vivid-yellow-orange-cushion-i1-0-51ct-gia-03.jpg,,,,,,On,,
,0.51 Ct Light Blue SI2 GIA Diamond | Colour Diam,"**Exceptional 0.51 Ct Light Blue Pear-Cut Diamond**

Nature's investment — a 0.51-carat Light Blue Pear-cut diamond graded SI2 clarity. Unrivalled proportions deliver exceptional light performance. A rare investment-grade treasure for the most exclusive private collections.",1,,,,1,2522,,,,,,,7624.499999999999,1,2522,,,,https://www.colourdiam.com/Product/Diamond/2522/still.jpg,https://colourdiam.com/Product/Diamond/2522/colour-diam-2522-fancy-purplish-pink-radiant-i2-0-51ct-gia-01.jpg,https://colourdiam.com/Product/Diamond/2522/colour-diam-2522-fancy-purplish-pink-radiant-i2-0-51ct-gia-02.jpg,https://colourdiam.com/Product/Diamond/2522/colour-diam-2522-fancy-purplish-pink-radiant-i2-0-51ct-gia-03.jpg,https://colourdiam.com/Product/Diamond/2522/colour-diam-2522-fancy-purplish-pink-radiant-i2-0-51ct-gia-04.jpg,https://colourdiam.com/Product/Diamond/2522/colour-diam-2522-fancy-purplish-pink-radiant-i2-0-51ct-gia-05.jpg,https://colourdiam.com/Product/Diamond/2522/colour-diam-2522-fancy-purplish-pink-radiant-i2-0-51ct-gia-06.jpg,https://colourdiam.com/Product/Diamond/2522/colour-diam-2522-fancy-purplish-pink-radiant-i2-0-51ct-gia-07.jpg,,,,,,On,,
,0.51 Ct Fancy Light Pink SI2 GIA Diamond | Colour Diam,"**Unparalleled 0.51 Ct Fancy Light Pink Oval-Cut Diamond**

Nature's masterpiece — a 0.51-carat Fancy Light Pink Oval-cut diamond graded SI2 clarity. Impeccable proportions deliver exceptional light performance. A rare investment-grade treasure for the most exclusive private collections.",1,,,,1,4322,,,,,,,733.125,1,4322,,,,https://www.colourdiam.com/Product/Diamond/4322/still.jpg,https://colourdiam.com/Product/Diamond/4322/bA59.jpg,https://colourdiam.com/Product/Diamond/4322/bA60.jpg,https://colourdiam.com/Product/Diamond/4322/bA61.jpg,https://colourdiam.com/Product/Diamond/4322/bA62.jpg,,,,,,,,,On,,
,0.51 Ct Fancy Intense Orange Yellow SI2 GIA Diamond | Colour Diam,"**Remarkable 0.51 Ct Fancy Intense Orange Yellow Pear-Cut Diamond**

Nature's investment — a 0.51-carat Fancy Intense Orange Yellow Pear-cut diamond graded SI2 clarity. Masterful proportions deliver exceptional light performance. A rare investment-grade treasure for the most exclusive private collections.",1,,,,1,6179,,,,,,,703.8,1,6179,,,,https://www.colourdiam.com/Product/Diamond/6179/still.jpg,https://colourdiam.com/Product/Diamond/6179/bA33.jpg,https://colourdiam.com/Product/Diamond/6179/bA34.jpg,https://colourdiam.com/Product/Diamond/6179/bA35.jpg,https://colourdiam.com/Product/Diamond/6179/bA36.jpg,https://colourdiam.com/Product/Certificate/jpg%20cetificate/6179.jpg,,,,,,,,On,,
,0.51 Ct Fancy Light Green SI1 GIA Diamond | Colour Diam,"**Magnificent 0.51 Ct Fancy Light Green Heart-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 0.51-carat Fancy Light Green Heart-cut gemstone with SI1 clarity. Expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,6106,,,,,,,4222.799999999999,1,6106,,,,https://www.colourdiam.com/Product/Diamond/6106/still.jpg,,,,,,,,,,,,,On,,
,0.51 Ct Fancy Purple Pink SI2 GIA Diamond | Colour Diam,"**Shimmering 0.51 Ct Fancy Purple Pink Cushion-Cut Diamond**

Discover this 0.51-carat Fancy Purple Pink Cushion-cut loose diamond, independently certified SI2 clarity with measurements of 4.80X4.34X2.75. Every facet has been precision-engineered to unleash a shimmering cascade of light.",1,,,,1,5607,,,,,,,3225.7499999999995,1,5607,,,,https://www.colourdiam.com/Product/Diamond/5607/still.jpg,https://colourdiam.com/Product/Diamond/5607/bA1.jpg,https://colourdiam.com/Product/Diamond/5607/bA2.jpg,https://colourdiam.com/Product/Diamond/5607/bA3.jpg,https://colourdiam.com/Product/Diamond/5607/bA4.jpg,https://colourdiam.com/Product/Diamond/5607/bA5.jpg,https://colourdiam.com/Product/Diamond/5607/bA6.jpg,https://colourdiam.com/Product/Diamond/5607/bA7.jpg,,,,,,On,,
,0.5 Ct Fancy Purple Pink SI2 GIA Diamond | Colour Diam,"**Sumptuous 0.5 Ct Fancy Purple Pink Cushion-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 0.5-carat Fancy Purple Pink Cushion-cut gemstone with SI2 clarity. Expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,6055,,,,,,,4692,1,6055,,,,https://www.colourdiam.com/Product/Diamond/6055/still.jpg,https://colourdiam.com/Product/Diamond/6055/bA10.jpg,https://colourdiam.com/Product/Diamond/6055/bA11.jpg,https://colourdiam.com/Product/Diamond/6055/bA12.jpg,https://colourdiam.com/Product/Diamond/6055/bA9.jpg,https://colourdiam.com/Product/Certificate/jpg%20cetificate/6055.jpg,,,,,,,,On,,
,0.5 Ct Light Pink SI2 GIA Diamond | Colour Diam,"**Incomparable 0.5 Ct Light Pink Cushion-Cut Diamond**

Nature's work of art — a 0.5-carat Light Pink Cushion-cut diamond graded SI2 clarity. Masterful proportions deliver exceptional light performance. A rare investment-grade treasure for the most exclusive private collections.",1,,,,1,8967,,,,,,,3225.7499999999995,1,8967,,,,https://www.colourdiam.com/Product/Diamond/8967/still.jpg,https://colourdiam.com/Product/Diamond/8967/bA21.jpg,https://colourdiam.com/Product/Diamond/8967/bA22.jpg,https://colourdiam.com/Product/Diamond/8967/bA23.jpg,https://colourdiam.com/Product/Diamond/8967/bA24.jpg,https://colourdiam.com/Product/Diamond/8967/colour-diam-8967-fancy-light-green-heart-si1-0-51ct-gia-01.jpg,https://colourdiam.com/Product/Diamond/8967/colour-diam-8967-fancy-light-green-heart-si1-0-51ct-gia-02.jpg,https://colourdiam.com/Product/Diamond/8967/colour-diam-8967-fancy-light-green-heart-si1-0-51ct-gia-03.jpg,,,,,,On,,
,0.5 Ct Fancy Brown Pink I2 GIA Diamond | Colour Diam,"**Dazzling 0.5 Ct Fancy Brown Pink Cut cornered square-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 0.5-carat Fancy Brown Pink Cut cornered square-cut gemstone with I2 clarity. Expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,5439,,,,,,,2756.5499999999997,1,5439,,,,https://www.colourdiam.com/Product/Diamond/5439/still.jpg,https://colourdiam.com/Product/Diamond/5439/bA29.jpg,https://colourdiam.com/Product/Diamond/5439/bA30.jpg,https://colourdiam.com/Product/Diamond/5439/bA31.jpg,https://colourdiam.com/Product/Diamond/5439/bA32.jpg,,,,,,,,,On,,
,0.5 Ct Fancy Brown Pink SI2 GIA Diamond | Colour Diam,"**Unparalleled 0.5 Ct Fancy Brown Pink Heart-Cut Diamond**

Nature's treasure — a 0.5-carat Fancy Brown Pink Heart-cut diamond graded SI2 clarity. Impeccable proportions deliver exceptional light performance. A rare investment-grade treasure for the most exclusive private collections.",1,,,,1,1067,,,,,,,8797.5,1,1067,,,,https://www.colourdiam.com/Product/Diamond/1067/still.jpg,https://colourdiam.com/Product/Diamond/1067/colour-diam-1067-fancy-light-pink-oval-si2-0-51ct-gia-01.jpg,https://colourdiam.com/Product/Diamond/1067/colour-diam-1067-fancy-light-pink-oval-si2-0-51ct-gia-02.jpg,https://colourdiam.com/Product/Diamond/1067/colour-diam-1067-fancy-light-pink-oval-si2-0-51ct-gia-03.jpg,https://colourdiam.com/Product/Diamond/1067/colour-diam-1067-fancy-light-pink-oval-si2-0-51ct-gia-04.jpg,https://colourdiam.com/Product/Diamond/1067/colour-diam-1067-fancy-light-pink-oval-si2-0-51ct-gia-05.jpg,https://colourdiam.com/Product/Diamond/1067/colour-diam-1067-fancy-light-pink-oval-si2-0-51ct-gia-06.jpg,https://colourdiam.com/Product/Diamond/1067/colour-diam-1067-fancy-light-pink-oval-si2-0-51ct-gia-07.jpg,,,,,,On,,
,0.5 Ct Fancy Light Purplish Pink SI2 GIA Diamond | Colour Diam,"**Mesmerizing 0.5 Ct Fancy Light Purplish Pink Oval-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 0.5-carat Fancy Light Purplish Pink Oval-cut gemstone with SI2 clarity. Expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,7055,,,,,,,2111.3999999999996,1,7055,,,,https://www.colourdiam.com/Product/Diamond/7055/still.jpg,https://colourdiam.com/Product/Diamond/7055/bA10.jpg,https://colourdiam.com/Product/Diamond/7055/bA11.jpg,https://colourdiam.com/Product/Diamond/7055/bA12.jpg,https://colourdiam.com/Product/Diamond/7055/bA9.jpg,https://colourdiam.com/Product/Diamond/7055/colour-diam-7055-fancy-intense-orange-yellow-pear-si2-0-51ct-gia-01.jpg,https://colourdiam.com/Product/Diamond/7055/colour-diam-7055-fancy-intense-orange-yellow-pear-si2-0-51ct-gia-02.jpg,https://colourdiam.com/Product/Diamond/7055/colour-diam-7055-fancy-intense-orange-yellow-pear-si2-0-51ct-gia-03.jpg,,,,,,On,,
,0.5 Ct Very Light Blue SI2 GIA Diamond | Colour Diam,"**Luminous 0.5 Ct Very Light Blue Pear-Cut Diamond**

Discover this 0.5-carat Very Light Blue Pear-cut loose diamond, independently certified SI2 clarity with measurements of 6.60X 4.50X 2.38. Every facet has been precision-engineered to unleash a luminous cascade of light.",1,,,,1,2013,,,,,,,1609.9999999999998,1,2013,,,,https://www.colourdiam.com/Product/Diamond/2013/still.jpg,https://colourdiam.com/Product/Diamond/2013/colour-diam-2013-fancy-brown-pink-heart-si2-0-5ct-gia-01.jpg,https://colourdiam.com/Product/Diamond/2013/colour-diam-2013-fancy-brown-pink-heart-si2-0-5ct-gia-02.jpg,https://colourdiam.com/Product/Diamond/2013/colour-diam-2013-fancy-brown-pink-heart-si2-0-5ct-gia-03.jpg,https://colourdiam.com/Product/Diamond/2013/colour-diam-2013-fancy-brown-pink-heart-si2-0-5ct-gia-04.jpg,https://colourdiam.com/Product/Diamond/2013/colour-diam-2013-fancy-brown-pink-heart-si2-0-5ct-gia-05.jpg,https://colourdiam.com/Product/Diamond/2013/colour-diam-2013-fancy-brown-pink-heart-si2-0-5ct-gia-06.jpg,https://colourdiam.com/Product/Diamond/2013/colour-diam-2013-fancy-brown-pink-heart-si2-0-5ct-gia-07.jpg,,,,,,On,,
,0.5 Ct Light Pinkish Brown VS2 GIA Diamond Oval | Colour Diam,"**Brilliant 0.5 Ct Light Pinkish Brown Oval-Cut Diamond**

Discover this 0.5-carat Light Pinkish Brown Oval-cut loose diamond, independently certified VS2 clarity with measurements of 5.27 X 3.98. X 2.87. Every facet has been precision-engineered to unleash a brilliant cascade of light.",1,,,,1,7423,,,,,,,8625,1,7423,,,,https://www.colourdiam.com/Product/Diamond/7423/still.jpg,https://colourdiam.com/Product/Diamond/7423/bA49.jpg,https://colourdiam.com/Product/Diamond/7423/bA50.jpg,https://colourdiam.com/Product/Diamond/7423/bA51.jpg,https://colourdiam.com/Product/Diamond/7423/bA52.jpg,https://colourdiam.com/Product/Diamond/7423/colour-diam-7423-fancy-light-purplish-pink-oval-si2-0-5ct-gia-01.jpg,https://colourdiam.com/Product/Diamond/7423/colour-diam-7423-fancy-light-purplish-pink-oval-si2-0-5ct-gia-02.jpg,https://colourdiam.com/Product/Diamond/7423/colour-diam-7423-fancy-light-purplish-pink-oval-si2-0-5ct-gia-03.jpg,,,,,,On,,
,0.5 Ct Light Pinkish Brown VS2 GIA Diamond | Colour Diam,"**Unparalleled 0.5 Ct Light Pinkish Brown Radiant-Cut Diamond**

Nature's marvel — a 0.5-carat Light Pinkish Brown Radiant-cut diamond graded VS2 clarity. Masterful proportions deliver exceptional light performance. A rare investment-grade treasure for the most exclusive private collections.",1,,,,1,5438,,,,,,,2702.5,1,5438,,,,https://www.colourdiam.com/Product/Diamond/5438/still.jpg,https://colourdiam.com/Product/Diamond/5438/bA33.jpg,https://colourdiam.com/Product/Diamond/5438/bA34.jpg,https://colourdiam.com/Product/Diamond/5438/bA35.jpg,https://colourdiam.com/Product/Diamond/5438/bA36.jpg,,,,,,,,,On,,
,0.5 Ct Very Light Pink I1 GIA Diamond | Colour Diam,"**Extraordinary 0.5 Ct Very Light Pink Pear-Cut Diamond**

Nature's statement piece — a 0.5-carat Very Light Pink Pear-cut diamond graded I1 clarity. Magnificent proportions deliver exceptional light performance. A rare investment-grade treasure for the most exclusive private collections.",1,,,,1,5410,,,,,,,3162.4999999999995,1,5410,,,,https://www.colourdiam.com/Product/Diamond/5410/still.jpg,https://colourdiam.com/Product/Diamond/5410/bA13.jpg,https://colourdiam.com/Product/Diamond/5410/bA14.jpg,https://colourdiam.com/Product/Diamond/5410/bA15.jpg,https://colourdiam.com/Product/Diamond/5410/bA16.jpg,,,,,,,,,On,,
,0.5 Ct Faint Pink I1 GIA Diamond | Colour Diam,"**Exceptional 0.5 Ct Faint Pink Round-Cut Diamond**

Nature's creation — a 0.5-carat Faint Pink Round-cut diamond graded I1 clarity. Impeccable proportions deliver exceptional light performance. A rare investment-grade treasure for the most exclusive private collections.",1,,,,1,6113,,,,,,,1724.9999999999998,1,6113,,,,https://www.colourdiam.com/Product/Diamond/6113/still.jpg,https://colourdiam.com/Product/Diamond/6113/bA41.jpg,https://colourdiam.com/Product/Diamond/6113/bA42.jpg,https://colourdiam.com/Product/Diamond/6113/bA43.jpg,https://colourdiam.com/Product/Diamond/6113/bA44.jpg,https://colourdiam.com/Product/Certificate/jpg%20cetificate/6113.jpg,,,,,,,,On,,
,0.5 Ct Light Pink SI1 GIA Diamond | Colour Diam,"**Sparkling 0.5 Ct Light Pink Radiant-Cut Diamond**

Discover this 0.5-carat Light Pink Radiant-cut loose diamond, independently certified SI1 clarity with measurements of 4.61 x 4.43 x 2.88. Every facet has been precision-engineered to unleash a sparkling cascade of light.",1,,,,1,5541,,,,,,,1782.4999999999998,1,5541,,,,https://www.colourdiam.com/Product/Diamond/5541/still.jpg,https://colourdiam.com/Product/Diamond/5541/bA1.jpg,https://colourdiam.com/Product/Diamond/5541/bA10.jpg,https://colourdiam.com/Product/Diamond/5541/bA11.jpg,https://colourdiam.com/Product/Diamond/5541/bA12.jpg,https://colourdiam.com/Product/Diamond/5541/bA2.jpg,https://colourdiam.com/Product/Diamond/5541/bA3.jpg,https://colourdiam.com/Product/Diamond/5541/bA4.jpg,,,,,,On,,
,0.5 Ct Very Light Pink VS1 GIA Diamond | Colour Diam,"**Glowing 0.5 Ct Very Light Pink Pear-Cut Diamond**

Discover this 0.5-carat Very Light Pink Pear-cut loose diamond, independently certified VS1 clarity with measurements of 6.73 x 4.46 x 2.78. Every facet has been precision-engineered to unleash a glowing cascade of light.",1,,,,1,6336,,,,,,,1510.5249999999999,1,6336,,,,https://www.colourdiam.com/Product/Diamond/6336/still.jpg,https://colourdiam.com/Product/Diamond/6336/bA13.jpg,https://colourdiam.com/Product/Diamond/6336/bA14.jpg,https://colourdiam.com/Product/Diamond/6336/bA15.jpg,https://colourdiam.com/Product/Diamond/6336/bA16.jpg,,,,,,,,,On,,
,0.5 Ct Fancy Vivid Yellow Orange I1 GIA Diamond | Colour Diam,"**Precious 0.5 Ct Fancy Vivid Yellow Orange Cushion-Cut Diamond**

Nature's masterpiece — a 0.5-carat Fancy Vivid Yellow Orange Cushion-cut diamond graded I1 clarity. Flawless proportions deliver exceptional light performance. A rare investment-grade treasure for the most exclusive private collections.",1,,,,1,6342,,,,,,,1035,1,6342,,,,https://www.colourdiam.com/Product/Diamond/6342/still.jpg,https://colourdiam.com/Product/Diamond/6342/bA23.jpg,https://colourdiam.com/Product/Diamond/6342/bA24.jpg,https://colourdiam.com/Product/Diamond/6342/bA25.jpg,https://colourdiam.com/Product/Diamond/6342/bA26.jpg,,,,,,,,,On,,
,0.5 Ct Fancy Yellow I1 GIA Diamond | Colour Diam,"**Gleaming 0.5 Ct Fancy Yellow Oval-Cut Diamond**

Discover this 0.5-carat Fancy Yellow Oval-cut loose diamond, independently certified I1 clarity with measurements of 5.85*4.42*2.76. Every facet has been precision-engineered to unleash a gleaming cascade of light.",1,,,,1,7101,,,,,,,3967.4999999999995,1,7101,,,,https://www.colourdiam.com/Product/Diamond/7101/still.jpg,https://colourdiam.com/Product/Diamond/7101/bA1.jpg,https://colourdiam.com/Product/Diamond/7101/bA2.jpg,https://colourdiam.com/Product/Diamond/7101/bA3.jpg,https://colourdiam.com/Product/Diamond/7101/bA4.jpg,https://colourdiam.com/Product/Diamond/7101/colour-diam-7101-light-pink-radiant-si1-0-5ct-gia-01.jpg,https://colourdiam.com/Product/Diamond/7101/colour-diam-7101-light-pink-radiant-si1-0-5ct-gia-02.jpg,https://colourdiam.com/Product/Diamond/7101/colour-diam-7101-light-pink-radiant-si1-0-5ct-gia-03.jpg,,,,,,On,,
,Fancy Vivid Yellow Orange I1 GIA Diamond | Colour Diam,"**Opulent 0.5 Ct Fancy Intense Orangy Yellow Marquise-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 0.5-carat Fancy Intense Orangy Yellow Marquise-cut gemstone with Measurements - 7.31 x 4.13 x 2.62 clarity. Expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,7108,,,,,,,5750,1,7108,,,,https://www.colourdiam.com/Product/Diamond/7108/still.jpg,https://colourdiam.com/Product/Diamond/7108/bA17.jpg,https://colourdiam.com/Product/Diamond/7108/bA18.jpg,https://colourdiam.com/Product/Diamond/7108/bA19.jpg,https://colourdiam.com/Product/Diamond/7108/bA20.jpg,https://colourdiam.com/Product/Diamond/7108/colour-diam-7108-fancy-vivid-yellow-orange-cushion-i1-0-5ct-gia-01.jpg,https://colourdiam.com/Product/Diamond/7108/colour-diam-7108-fancy-vivid-yellow-orange-cushion-i1-0-5ct-gia-02.jpg,https://colourdiam.com/Product/Diamond/7108/colour-diam-7108-fancy-vivid-yellow-orange-cushion-i1-0-5ct-gia-03.jpg,,,,,,On,,
,0.5 Ct Faint Pinkish Brown SI2 GIA Diamond | Colour Diam,"**Unparalleled 0.5 Ct Faint Pinkish Brown Heart-Cut Diamond**

Nature's treasure — a 0.5-carat Faint Pinkish Brown Heart-cut diamond graded SI2 clarity. Magnificent proportions deliver exceptional light performance. A rare investment-grade treasure for the most exclusive private collections.",1,,,,1,5032,,,,,,,373.74999999999994,1,5032,,,,https://www.colourdiam.com/Product/Diamond/5032/still.jpg,https://colourdiam.com/Product/Diamond/5032/bA5.jpg,https://colourdiam.com/Product/Diamond/5032/bA6.jpg,https://colourdiam.com/Product/Diamond/5032/bA7.jpg,https://colourdiam.com/Product/Diamond/5032/bA8.jpg,,,,,,,,,On,,
,0.5 Ct Faint Pinkish Brown VS2 GIA Diamond | Colour Diam,"**Lustrous 0.5 Ct Faint Pinkish Brown Princess-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 0.5-carat Faint Pinkish Brown Princess-cut gemstone with VS2 clarity. Expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,1360,,,,,,,3162.4999999999995,1,1360,,,,https://www.colourdiam.com/Product/Diamond/1360/still.jpg,https://colourdiam.com/Product/Diamond/1360/colour-diam-1360-fancy-intense-orangy-yellow-marquise-measurements-7-31-x-4-13-x-2-62-0-5ct-gia-01.jpg,https://colourdiam.com/Product/Diamond/1360/colour-diam-1360-fancy-intense-orangy-yellow-marquise-measurements-7-31-x-4-13-x-2-62-0-5ct-gia-02.jpg,https://colourdiam.com/Product/Diamond/1360/colour-diam-1360-fancy-intense-orangy-yellow-marquise-measurements-7-31-x-4-13-x-2-62-0-5ct-gia-03.jpg,https://colourdiam.com/Product/Diamond/1360/colour-diam-1360-fancy-intense-orangy-yellow-marquise-measurements-7-31-x-4-13-x-2-62-0-5ct-gia-04.jpg,,,,,,,,,On,,
,Very Light Pink VS1 GIA Diamond | Colour Diam,"**Incomparable 0.49 Ct Faint Green Round-Cut Diamond**

Nature's investment — a 0.49-carat Faint Green Round-cut diamond graded Measurements - 5.08x5.15x3.08 clarity. Unrivalled proportions deliver exceptional light performance. A rare investment-grade treasure for the most exclusive private collections.",1,,,,1,7269,,,,,,,3334.9999999999995,1,7269,,,,https://www.colourdiam.com/Product/Diamond/7269/still.jpg,https://colourdiam.com/Product/Diamond/7269/bA6.jpg,https://colourdiam.com/Product/Diamond/7269/bA7.jpg,https://colourdiam.com/Product/Diamond/7269/bA8.jpg,https://colourdiam.com/Product/Diamond/7269/bA9.jpg,https://colourdiam.com/Product/Diamond/7269/colour-diam-7269-very-light-pink-pear-vs1-0-5ct-gia-01.jpg,https://colourdiam.com/Product/Diamond/7269/colour-diam-7269-very-light-pink-pear-vs1-0-5ct-gia-02.jpg,https://colourdiam.com/Product/Diamond/7269/colour-diam-7269-very-light-pink-pear-vs1-0-5ct-gia-03.jpg,,,,,,On,,
,0.49 Ct Fancy Dark Gray Yellowish Green I1 GIA Diamond | Colour Diam,"**Splendid 0.49 Ct Fancy Dark Gray Yellowish Green Cushion-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 0.49-carat Fancy Dark Gray Yellowish Green Cushion-cut gemstone with I1 clarity. Expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,7680,,,,,,,1437.5,1,7680,,,,https://www.colourdiam.com/Product/Diamond/7680/still.jpg,https://colourdiam.com/Product/Diamond/7680/bA17.jpg,https://colourdiam.com/Product/Diamond/7680/bA18.jpg,https://colourdiam.com/Product/Diamond/7680/bA19.jpg,https://colourdiam.com/Product/Diamond/7680/bA20.jpg,https://colourdiam.com/Product/Diamond/7680/colour-diam-7680-faint-pinkish-brown-princess-vs2-0-5ct-gia-01.jpg,https://colourdiam.com/Product/Diamond/7680/colour-diam-7680-faint-pinkish-brown-princess-vs2-0-5ct-gia-02.jpg,https://colourdiam.com/Product/Diamond/7680/colour-diam-7680-faint-pinkish-brown-princess-vs2-0-5ct-gia-03.jpg,,,,,,On,,
,0.49 Ct Fancy Brown Pink SI1 GIA Diamond | Colour Diam,"**Mesmerizing 0.49 Ct Fancy Brown Pink Pear-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 0.49-carat Fancy Brown Pink Pear-cut gemstone with SI1 clarity. Expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,7798,,,,,,,977.4999999999999,1,7798,,,,https://www.colourdiam.com/Product/Diamond/7798/still.jpg,https://colourdiam.com/Product/Diamond/7798/colour-diam-7798-faint-pinkish-brown-heart-si2-0-5ct-gia-01.jpg,https://colourdiam.com/Product/Diamond/7798/colour-diam-7798-faint-pinkish-brown-heart-si2-0-5ct-gia-02.jpg,https://colourdiam.com/Product/Diamond/7798/colour-diam-7798-faint-pinkish-brown-heart-si2-0-5ct-gia-03.jpg,https://colourdiam.com/Product/Diamond/7798/colour-diam-7798-faint-pinkish-brown-heart-si2-0-5ct-gia-04.jpg,https://colourdiam.com/Product/Diamond/7798/colour-diam-7798-faint-pinkish-brown-heart-si2-0-5ct-gia-05.jpg,,,,,,,,On,,
,0.48 Ct Fancy Light Yellow Green SI2 GIA Diamond | Colour Diam,"**Magnificent 0.48 Ct Fancy Light Yellow Green Radiant-Cut Diamond**

Presenting an extraordinary loose natural diamond — a 0.48-carat Fancy Light Yellow Green Radiant-cut gemstone with SI2 clarity. Expertly cut to maximize brilliance, fire, and scintillation, making it an exceptional addition to any discerning collector's portfolio.",1,,,,1,8335,,,,,,,12937.499999999998,1,8335,,,,https://www.colourdiam.com/Product/Diamond/8335/still.jpg,https://colourdiam.com/Product/Diamond/8335/bA1.jpg,https://colourdiam.com/Product/Diamond/8335/bA2.jpg,https://colourdiam.com/Product/Diamond/8335/bA3.jpg,https://colourdiam.com/Product/Diamond/8335/bA4.jpg,https://colourdiam.com/Product/Diamond/8335/colour-diam-8335-fancy-purple-pink-cushion-si2-0-5ct-gia-01.jpg,https://colourdiam.com/Product/Diamond/8335/colour-diam-8335-fancy-purple-pink-cushion-si2-0-5ct-gia-02.jpg,https://colourdiam.com/Product/Diamond/8335/colour-diam-8335-fancy-purple-pink-cushion-si2-0-5ct-gia-03.jpg,,,,,,On,,
